"sl_id","sl_store","sl_address","sl_address2","sl_city","sl_state","sl_zip","sl_latitude","sl_longitude","sl_tags","sl_description","sl_url","sl_hours","sl_phone","sl_image","sl_private","sl_neat_title","sl_country","sl_email","sl_fax","sl_linked_postid","sl_pages_url","sl_pages_on","sl_option_value","sl_lastupdated"
"2046","Foothill A/C and HeatingInc","17419 Farley Rd West",,"Los Gatos","CA","95030","37.239882","-121.975065","heater repair","Our comfort depends on your comfort","http://foothi.myhvacshop.com/services/","8-5 monday - saturday","(408) 395-2500","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12530","http://www.thehvac.net/member/foothill-ac-and-heatinginc/",,,"0000-00-00 00:00:00"
"2047","Foothill Pipe and Supply","2243 Stewart St",,"Stockton","CA","95205","37.980426","-121.268339","heater repair","Don't Delay Call Today","http://foothil.myhvacshop.com/services/","8-5 monday - saturday","(209) 466-7492","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12531","http://www.thehvac.net/member/foothill-pipe-and-supply/",,,"0000-00-00 00:00:00"
"2048","Fountain Htg and A/C","1414 Lancewood Ave.",,"Haceinda Height","CA","91745","34.004617","-117.964211","heater repair","Your Comfort is Our Specialty","http://fountain.myhvacshop.com/services/","8-5 monday - saturday","(626) 242-7509","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12532","http://www.thehvac.net/member/fountain-htg-and-ac/",,,"0000-00-00 00:00:00"
"2049","Four Seasons Htg and A/C","7245 Golden Jubilee Lane",,"Littlerock","CA","93543","34.523136","-117.999752","heater repair","Where Experts Fix Your Problems","http://fourse.myhvacshop.com/services/","8-5 monday - saturday","(661) 944-3004","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12533","http://www.thehvac.net/member/four-seasons-htg-and-ac/",,,"0000-00-00 00:00:00"
"2050","Four Seasons Sunrooms","1662 Abram Court",,"San Leandro","CA","94578","37.7106028","-122.1695634","heater repair","When You Need an Expert","http://fourseasons.myhvacshop.com/services/","8-5 monday - saturday","(510) 895-1860","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"12534","http://www.thehvac.net/member/four-seasons-sunrooms/",,,"0000-00-00 00:00:00"
"2051","Francisco's A/C and Htg.","16701 Tribune St",,"Granada Hills","CA","91344","34.266533","-118.495763","heater repair","SOS Service and Installation","http://franc.myhvacshop.com/services/","8-5 monday - saturday","(818) 389-0494","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12536","http://www.thehvac.net/member/franciscos-ac-and-htg-2/",,,"0000-00-00 00:00:00"
"2052","Francisco's A/C and Htg","16701 Tribune Street",,"Granada Hills","CA","91344","34.266533","-118.495763","heater repair","Specializing in Your Comfort Since 1968","http://franc1.myhvacshop.com/services/","8-5 monday - saturday","(818) 389-0494","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12535","http://www.thehvac.net/member/franciscos-ac-and-htg/",,,"0000-00-00 00:00:00"
"2053","Franklin Air Conditioning and Heating","4891 Camp Street",,"Cypress","CA","90630","33.830106","-118.04751","heater repair","Your 911 For Plumbing, Heating & A/C","http://franklin.myhvacshop.com/services/","8-5 monday - saturday","(714) 828-9147","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12538","http://www.thehvac.net/member/franklin-air-conditioning-and-heating/",,,"0000-00-00 00:00:00"
"2054","Frank Vitone","8554 Delco Avenue",,"Canoga Park","CA","91306","34.226232","-118.578098","heater repair","One Call Gets it All Expert Quality Service","http://frankvitone.myhvacshop.com/services/","8-5 monday - saturday","(818) 486-1182","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12537","http://www.thehvac.net/member/frank-vitone/",,,"0000-00-00 00:00:00"
"2055","Frasher Sheet Metal","1120 S Ridgemont Dr",,"Hollister","CA","95021","38.6614155","-121.2670844","heater repair","Remarkable Service. Remarkable Craftstmen","http://frashe.myhvacshop.com/services/","8-5 monday - saturday","(408) 605-6300","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12539","http://www.thehvac.net/member/frasher-sheet-metal/",,,"0000-00-00 00:00:00"
"2056","Fred L Hill Mechanical","1137 Needham Ave",,"Modesto","CA","95354","37.6460378","-121.0083619","heater repair","Your 911 For Plumbing, Heating & A/C","http://fred.myhvacshop.com/services/","8-5 monday - saturday","(209) 522-1049","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12540","http://www.thehvac.net/member/fred-l-hill-mechanical/",,,"0000-00-00 00:00:00"
"2057","Fred's Heating And Air","15300 Cobalt Street",,"Sylmar","CA","91342","34.310804","-118.46478","heater repair","Most Respected Name in the Region","http://fredsheating.myhvacshop.com/services/","8-5 monday - saturday","(818) 640-0567","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12541","http://www.thehvac.net/member/freds-heating-and-air/",,,"0000-00-00 00:00:00"
"2058","Freedom Heating Inc.","1939 Freedom Blvd",,"Freedom","CA","95019","36.9364814","-121.7751155","heater repair","When You Need it Fast and You Need it Expert","http://www.freedomheating.com/","8-5 monday - saturday","(831) 724-8900","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,"info@freedomheating.com",,"12542","http://www.thehvac.net/member/freedom-heating-inc/",,,"0000-00-00 00:00:00"
"2060","Fresh Air Systems","21125 Chatsworth St",,"Chatsworth","CA","91311","34.265013","-118.594042","heater repair","Our comfort depends on your comfort","http://fresh.myhvacshop.com/services/","8-5 monday - saturday","(818) 700-1233","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12543","http://www.thehvac.net/member/fresh-air-systems/",,,"0000-00-00 00:00:00"
"2061","Fresh Aire Htg","10341 Pua Drive",,"Huntington Beach","CA","92646","33.685116","-117.947811","heater repair","Don't Delay Call Today","http://freshaire.myhvacshop.com/services/","8-5 monday - saturday","(714) 962-2332","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12544","http://www.thehvac.net/member/fresh-aire-htg/",,,"0000-00-00 00:00:00"
"2062","Fresno City  Facilities Management","2101 Gst Building A",,"Fresno","CA","93706","36.6651009","-119.9046594","heater repair","Your Comfort is Our Specialty","http://fresnocity.myhvacshop.com/services/","8-5 monday - saturday",,"http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"12545","http://www.thehvac.net/member/fresno-city-facilities-management/",,,"0000-00-00 00:00:00"
"2063","Frost HVAC","2012 Autum Rose Court",,"Bakersfield","CA","93312","35.377598","-119.134868","heater repair","Where Experts Fix Your Problems","http://frostbakercomm.myhvacshop.com/services/","8-5 monday - saturday","(661) 587-0533","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12546","http://www.thehvac.net/member/frost-hvac/",,,"0000-00-00 00:00:00"
"2064","FTR International","333 Research Drive",,"Irvine","CA","92618","33.6383711","-117.7360709","heater repair","When You Need an Expert","http://ftrintern.myhvacshop.com/services/","8-5 monday - saturday","(949) 333-8700","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12547","http://www.thehvac.net/member/ftr-international/",,,"0000-00-00 00:00:00"
"2066","Future Air","1395 N 10th St",,"San Jose","CA","95112","37.3657831","-121.8999899","heater repair","SOS Service and Installation","http://future.myhvacshop.com/services/","8-5 monday - saturday","(408) 971-6616","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12549","http://www.thehvac.net/member/future-air/",,,"0000-00-00 00:00:00"
"2068","Gaffigan Company","720 S. Amphlett Blvd",,"San Mateo","CA","94402","37.567638","-122.31131","heater repair","Specializing in Your Comfort Since 1968","httpaffiganhvac.com/","8-5 monday - saturday","(650) 574-5740","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,"gaffigan2@astound.net",,"12558","http://www.thehvac.net/member/gaffigan-company/",,,"0000-00-00 00:00:00"
"2069","G A Kummer Heating and A/C","433 Dania Ave",,"Buellton","CA","93427","34.612107","-120.183772","heater repair","Your 911 For Plumbing, Heating & A/C","http://gakum.myhvacshop.com/services/","8-5 monday - saturday","(805) 705-0464","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12550","http://www.thehvac.net/member/g-a-kummer-heating-and-ac/",,,"0000-00-00 00:00:00"
"2070","Galaxy Air","9800 Topanga Canyon Blvd #733",,"Chatsworth","CA","91311","34.248984","-118.605431","heater repair","One Call Gets it All Expert Quality Service","http://galaxy.myhvacshop.com/services/","8-5 monday - saturday","(818) 822-1922","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12559","http://www.thehvac.net/member/galaxy-air/",,,"0000-00-00 00:00:00"
"2071","Gallaghers Heating and A/C","990 Klammath Ave Ste 12-13",,"Yuba City","CA","96991","39.1403211","-121.6519381","heater repair","Remarkable Service. Remarkable Craftstmen","http://gallag.myhvacshop.com/services/","8-5 monday - saturday","(530) 384-2444","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12560","http://www.thehvac.net/member/gallaghers-heating-and-ac/",,,"0000-00-00 00:00:00"
"2074","Garick A/C Service","2122 X Street",,"Sacramento","CA","95818","38.560383","-121.484504","heater repair","Your 911 For Plumbing&#44; Heating &amp; A/C","http://garickac.com","8-5 monday - saturday","(916) 452-2477","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,"gary@garickac.com",,"12562","http://www.thehvac.net/member/garick-ac-service/",,,"0000-00-00 00:00:00"
"2075","Gary A. Brown Construction","1024 San Jose",,"Clovis","CA","93612","36.811828","-119.696466","heater repair","Most Respected Name in the Region","http://garybrown.myhvacshop.com/services/","8-5 monday - saturday","(559) 298-2016","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12563","http://www.thehvac.net/member/gary-a-brown-construction/",,,"0000-00-00 00:00:00"
"2078","GC Heating and Air Condit","9672 Alondra Blvd",,"Bellflower","CA","90706","33.8891829","-118.1277764","heater repair","When You Need it Fast and You Need it Expert","http://gcheating.myhvacshop.com/services/","8-5 monday - saturday","(562) 867-4123","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12564","http://www.thehvac.net/member/gc-heating-and-air-condit/",,,"0000-00-00 00:00:00"
"2079","Gear Heating And Cooling","1415 Espanol Ave",,"Montebello","CA","90640","33.991543","-118.125712","heater repair","Our comfort depends on your comfort","http://gearht.myhvacshop.com/services/","8-5 monday - saturday","(323) 724-9800","http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"12565","http://www.thehvac.net/member/gear-heating-and-cooling/",,,"0000-00-00 00:00:00"
"2081","Gemini Heating and A/C Inc.","9346 Galena Street #C",,"Riverside","CA","92509","34.004418","-117.487466","heater repair","Don't Delay Call Today","http://gemheat.myhvacshop.com/services/","8-5 monday - saturday","(951) 360-3883","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12567","http://www.thehvac.net/member/gemini-heating-and-ac-inc/",,,"0000-00-00 00:00:00"
"2082","Gemini Heating and A/C","3337 Grapevine Street",,"Mira Loma","CA","91752","34.0275618","-117.5141395","heater repair","Your Comfort is Our Specialty","http://gemheat1.myhvacshop.com/services/","8-5 monday - saturday","(951) 360-3883","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12566","http://www.thehvac.net/member/gemini-heating-and-ac/",,,"0000-00-00 00:00:00"
"2083","General Electric","901 S Fremont Ave Ste 208",,"Alhambra","CA","91803","34.0837379","-118.152471","heater repair","Where Experts Fix Your Problems","http://genele.myhvacshop.com/services/","8-5 monday - saturday","(626) 308-9129","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12568","http://www.thehvac.net/member/general-electric/",,,"0000-00-00 00:00:00"
"2084","Genesis Heating and Aire","44423 Date Ave.",,"Lancaster","CA","93534","34.690153","-118.139864","heater repair","When You Need an Expert","http://genesis.myhvacshop.com/services/","8-5 monday - saturday","(866) 977-4577","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12569","http://www.thehvac.net/member/genesis-heating-and-aire/",,,"0000-00-00 00:00:00"
"2086","George's Air Cond and Htg","13710 Weidner Street",,"Pacoima","CA","91331","34.266995","-118.43118","heater repair","SOS Service and Installation","http://geoair.myhvacshop.com/services/","8-5 monday - saturday","(818) 419-9479","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12573","http://www.thehvac.net/member/georges-air-cond-and-htg/",,,"0000-00-00 00:00:00"
"2087","George Haney and Son, Inc.","1104 E Colorado St",,"Glendale","CA","91205","34.14239","-118.241441","heater repair","Specializing in Your Comfort Since 1968","http://geohan.myhvacshop.com/services/","8-5 monday - saturday","(818) 243-4264","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12571","http://www.thehvac.net/member/george-haney-and-son-inc/",,,"0000-00-00 00:00:00"
"2088","George Kyupelyan","13423 Burton St.",,"Van Nuys","CA","91402","34.220981","-118.425497","heater repair","Your 911 For Plumbing, Heating & A/C","http://geokyup.myhvacshop.com/services/","8-5 monday - saturday","(818) 785-2316","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12572","http://www.thehvac.net/member/george-kyupelyan/",,,"0000-00-00 00:00:00"
"2089","George Gudie Heating andAir","922 57th Street",,"Sacramento","CA","95819","38.5650986","-121.4334847","heater repair","One Call Gets it All Expert Quality Service","http://www.georgegudieheatingandair.com/","8-5 monday - saturday","(916) 739-8606","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,"georgegudie@yahoo.com",,"12570","http://www.thehvac.net/member/george-gudie-heating-andair/",,,"0000-00-00 00:00:00"
"2091","G.H. Refrigeraton and A/C","241 Concord St",,"Glendale","CA","91203","34.149471","-118.2713468","heater repair","Remarkable Service. Remarkable Craftstmen","http://ghref.myhvacshop.com/services/","8-5 monday - saturday","(818) 244-8000","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12555","http://www.thehvac.net/member/g-h-refrigeraton-and-ac/",,,"0000-00-00 00:00:00"
"2093","G I Heating and Air","7750 Windsor Avenue",,"Hesperia","CA","92345","34.391725","-117.272381","heater repair","Your 911 For Plumbing, Heating & A/C","http://giheating.myhvacshop.com/services/","8-5 monday - saturday","(760) 949-9901","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12551","http://www.thehvac.net/member/g-i-heating-and-air/",,,"0000-00-00 00:00:00"
"2094","Gilbert Lee Construction, Inc.","2675 South East Avenue",,"Fresno","CA","93706","36.7024847","-119.7726949","heater repair","Most Respected Name in the Region","http://gilbertlee.myhvacshop.com/services/","8-5 monday - saturday","(559) 445-1598","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12574","http://www.thehvac.net/member/gilbert-lee-construction-inc/",,,"0000-00-00 00:00:00"
"2096","Gilmore Services Inc.","4429 Missouri Flat Rd",,"Placerville","CA","95667","38.702956","-120.824352","heater repair","When You Need it Fast and You Need it Expert","http://gilmo.myhvacshop.com/services/","8-5 monday - saturday","(530) 626-3621","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12576","http://www.thehvac.net/member/gilmore-services-inc/",,,"0000-00-00 00:00:00"
"2097","Gilmore Heating and A/C,Inc","3625 Foothill Blvd",,"La Crescenta-Montrose","CA","91214","34.2356879","-118.2584486","heater repair","Our comfort depends on your comfort","http://gilmor.myhvacshop.com/services/","8-5 monday - saturday","(818) 248-8128","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12575","http://www.thehvac.net/member/gilmore-heating-and-acinc/",,,"0000-00-00 00:00:00"
"2101","G.L. Davis Refrigeration","16027 Brookhurst Street #9",,"Fountain Valley","CA","92708","33.7300973","-117.9556185","heater repair","Don't Delay Call Today","http://gldavis.myhvacshop.com/services/","8-5 monday - saturday","(714) 545-5087","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12556","http://www.thehvac.net/member/g-l-davis-refrigeration/",,,"0000-00-00 00:00:00"
"2102","Glenco Mobile Home A/C","1115 Rose Ave",,"Modesto","CA","95355","37.658465","-120.966831","heater repair","Your Comfort is Our Specialty","http://glenco.myhvacshop.com/services/","8-5 monday - saturday","(209) 526-5417","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12578","http://www.thehvac.net/member/glenco-mobile-home-ac/",,,"0000-00-00 00:00:00"
"2103","Glen Diamond Refrgration","2244 E. Grove Ave.",,"Orange","CA","92867","33.820654","-117.829554","heater repair","Where Experts Fix Your Problems","http://glendiamond.myhvacshop.com/services/","8-5 monday - saturday","(714) 974-7370","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"12577","http://www.thehvac.net/member/glen-diamond-refrgration/",,,"0000-00-00 00:00:00"
"2104","G L M Heating and Air Conditioning","19101 Calvert Street",,"Tarzana","CA","91335","34.181938","-118.548672","heater repair","When You Need an Expert","http://glmheating.myhvacshop.com/services/","8-5 monday - saturday","(818) 457-4166","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12552","http://www.thehvac.net/member/g-l-m-heating-and-air-conditioning/",,,"0000-00-00 00:00:00"
"2107","Glover and Son Htg and A/C","7150 Stevenson Blvd",,"Fremont","CA","94538","37.5069813","-121.9967334","heater repair","SOS Service and Installation","http://glover.myhvacshop.com/services/","8-5 monday - saturday","(510) 657-6741","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12580","http://www.thehvac.net/member/glover-and-son-htg-and-ac/",,,"0000-00-00 00:00:00"
"2109","GM Heating and AIr","1101 West Shelton Road",,"Linden","CA","95236","38.0595254","-120.9833097","heater repair","Specializing in Your Comfort Since 1968","http://gmheating.myhvacshop.com/services/","8-5 monday - saturday","(916) 860-9081","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12581","http://www.thehvac.net/member/gm-heating-and-air/",,,"0000-00-00 00:00:00"
"2110","Go Air","13026 Calvert Street",,"Van Nuys","CA","91401","34.180963","-118.41682","heater repair","Your 911 For Plumbing, Heating & A/C","http://goair.myhvacshop.com/services/","8-5 monday - saturday","(818) 308-8388","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12582","http://www.thehvac.net/member/go-air/",,,"0000-00-00 00:00:00"
"2111","Golden Gate Mechanical","1793 Lafayette St Ste 120",,"Santa Clara","CA","95050","37.3574577","-121.9469577","heater repair","One Call Gets it All Expert Quality Service","http://gogame.myhvacshop.com/services/","8-5 monday - saturday","(408) 246-3355","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12586","http://www.thehvac.net/member/golden-gate-mechanical/",,,"0000-00-00 00:00:00"
"2112","Go Green Air Conditioning","8847 Lankershim Blvd",,"Sun Valley","CA","91353","34.230615","-118.388145","heater repair","Remarkable Service. Remarkable Craftstmen","http://gogreen.myhvacshop.com/services/","8-5 monday - saturday","(818) 491-3223","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12583","http://www.thehvac.net/member/go-green-air-conditioning/",,,"0000-00-00 00:00:00"
"2113","Golden Aire","9408 Orangevale Ave",,"Orangevale","CA","95662","38.68127","-121.201572","heater repair","Your 911 For Plumbing, Heating & A/C","http://gold.myhvacshop.com/services/","8-5 monday - saturday","(916) 988-6137","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12585","http://www.thehvac.net/member/golden-aire/",,,"0000-00-00 00:00:00"
"2114","Gold Coast Air Cond CoInc","2646 Palma Dr Suite 365",,"Ventura","CA","93003","34.248805","-119.226218","heater repair","Most Respected Name in the Region","http://goldco.myhvacshop.com/services/","8-5 monday - saturday","(805) 650-0385","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"12584","http://www.thehvac.net/member/gold-coast-air-cond-coinc/",,,"0000-00-00 00:00:00"
"2115","Golden Gate S/M Works,Inc","2006 Clement Ave",,"Alameda","CA","94501","37.7740974","-122.2484852","heater repair","When You Need it Fast and You Need it Expert","http://golden.myhvacshop.com/services/","8-5 monday - saturday","(510) 521-3000","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12587","http://www.thehvac.net/member/golden-gate-sm-worksinc/",,,"0000-00-00 00:00:00"
"2116","Goldsmith's Air","14005 Castlemaine Ave",,"Bakersfield","CA","93314","35.372757","-119.158136","heater repair","Our comfort depends on your comfort","http://goldsmiths.myhvacshop.com/services/","8-5 monday - saturday","(661) 496-5652","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12588","http://www.thehvac.net/member/goldsmiths-air/",,,"0000-00-00 00:00:00"
"2117","Gomez Heating and Air Inc.","9641 Artesia Blvd",,"Bellflower","CA","90706","33.87511","-118.127681","heater repair","Don't Delay Call Today","http://gomezheating.myhvacshop.com/services/","8-5 monday - saturday","(562) 804-2891","http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"12589","http://www.thehvac.net/member/gomez-heating-and-air-inc/",,,"0000-00-00 00:00:00"
"2118","Goodfellows A/C and Htg.","1340 Clayton Rd.",,"San Jose","CA","95127","37.357195","-121.806277","heater repair","Your Comfort is Our Specialty","http://goodfell.myhvacshop.com/services/","8-5 monday - saturday","(408) 223-7753","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12590","http://www.thehvac.net/member/goodfellows-ac-and-htg/",,,"0000-00-00 00:00:00"
"2119","Goodman Air Cond and Htg","2353 Jupiter Dr",,"Los Angeles","CA","90046","34.112034","-118.36385","heater repair","Where Experts Fix Your Problems","http://goodman.myhvacshop.com/services/","8-5 monday - saturday","(310) 652-7078","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12591","http://www.thehvac.net/member/goodman-air-cond-and-htg/",,,"0000-00-00 00:00:00"
"2121","G P Heating and Cooling","22430 Rolling Hills Lane",,"Yorba Linda","CA","92887","33.8899302","-117.7419703","heater repair","When You Need an Expert","http://gpheat.myhvacshop.com/services/","8-5 monday - saturday","(714) 726-5402","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12553","http://www.thehvac.net/member/g-p-heating-and-cooling/",,,"0000-00-00 00:00:00"
"2122","G.P. HEATING and AIR","7909 Walerga Rd 112-128",,"Antelope","CA","95843","38.7127368","-121.3645739","heater repair","SOS Service and Installation","http://gpheatair.myhvacshop.com/services/","8-5 monday - saturday","(916) 224-3629","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12557","http://www.thehvac.net/member/g-p-heating-and-air/",,,"0000-00-00 00:00:00"
"2123","G P Heating and Cooling","23180 Newport Lane",,"Yorba Linda","CA","92887","33.8727469","-117.727641","heater repair","Specializing in Your Comfort Since 1968","http://gpheatdave.myhvacshop.com/services/","8-5 monday - saturday","(714) 726-5402","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12554","http://www.thehvac.net/member/g-p-heating-and-cooling-2/",,,"0000-00-00 00:00:00"
"2128","Grand Slam Construction Air Heating","17451 Raymer Street",,"Northridge","CA","91325","34.226135","-118.514716","heater repair","Your 911 For Plumbing, Heating & A/C","http://grandslam.myhvacshop.com/services/","8-5 monday - saturday","(818) 407-0822","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12592","http://www.thehvac.net/member/grand-slam-construction-air-heating/",,,"0000-00-00 00:00:00"
"2129","Grant's AC and Heating, Inc.","750 East Race",,"Visala","CA","93292","36.335746","-119.284131","heater repair","One Call Gets it All Expert Quality Service","http://grantsac.myhvacshop.com/services/","8-5 monday - saturday","(559) 734-7361","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12593","http://www.thehvac.net/member/grants-ac-and-heating-inc/",,,"0000-00-00 00:00:00"
"2130","Graymar Heating and Air Conditioning","28384 Connie Court",,"Canyon Country","CA","91387","34.4252434","-118.429562","heater repair","Remarkable Service. Remarkable Craftstmen","http://graymar.myhvacshop.com/services/","8-5 monday - saturday","(818) 344-4749","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"12594","http://www.thehvac.net/member/graymar-heating-and-air-conditioning/",,,"0000-00-00 00:00:00"
"2131","Great Western Aire","23180 Newport Lane P.O Box 26178",,"Fresno","CA","93729","36.8869388","-119.7758848","heater repair","Your 911 For Plumbing, Heating & A/C","http://great.myhvacshop.com/services/","8-5 monday - saturday","(559) 299-7247","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12595","http://www.thehvac.net/member/great-western-aire/",,,"0000-00-00 00:00:00"
"2132","Greater Bay Mechanical","430 Industrial St",,"Campbell","CA","95008","37.280793","-121.947553","heater repair","Most Respected Name in the Region","http://greater.myhvacshop.com/services/","8-5 monday - saturday","(408) 370-1070","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12596","http://www.thehvac.net/member/greater-bay-mechanical/",,,"0000-00-00 00:00:00"
"2133","Greater Bay Mechanical","430 iIndustrial Street",,"Campbell","CA","95008","37.280793","-121.947553","heater repair","When You Need it Fast and You Need it Expert","http://greatermount.myhvacshop.com/services/","8-5 monday - saturday","(408) 370-1070","http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"12597","http://www.thehvac.net/member/greater-bay-mechanical-2/",,,"0000-00-00 00:00:00"
"2134","Greco Mechanical","4001 Uniontown Road",,"Lotus","CA","95651","38.811588","-120.942823","heater repair","Our comfort depends on your comfort","http://grecomech.myhvacshop.com/services/","8-5 monday - saturday","(530) 919-2104","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12598","http://www.thehvac.net/member/greco-mechanical/",,,"0000-00-00 00:00:00"
"2136","Greer Mechanical, Inc","617 Gianni Court",,"Roseville","CA","95661","38.749603","-121.233594","heater repair","Don't Delay Call Today","http://greermech.myhvacshop.com/services/","8-5 monday - saturday","(916) 436-8888","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12599","http://www.thehvac.net/member/greer-mechanical-inc/",,,"0000-00-00 00:00:00"
"2137","Greg's Auth Bldg Services","15121 Monte St",,"Sylmar","CA","91342","34.321813","-118.463516","heater repair","Your Comfort is Our Specialty","http://gregs.myhvacshop.com/services/","8-5 monday - saturday","(818) 364-1123","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12600","http://www.thehvac.net/member/gregs-auth-bldg-services/",,,"0000-00-00 00:00:00"
"2140","GandR Refrigeration","9668 Milliken Ave Ste 104-147",,"Rancho Cucamonga","CA","91730","34.0778407","-117.5585542","heater repair","Where Experts Fix Your Problems","http://grref.myhvacshop.com/services/","8-5 monday - saturday","(909) 984-5601","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12561","http://www.thehvac.net/member/gandr-refrigeration/",,,"0000-00-00 00:00:00"
