sl_id,sl_store,sl_address,sl_address2,sl_city,sl_state,sl_zip,sl_country,sl_tags,sl_description,sl_url,sl_hours,sl_phone,sl_email,sl_image,sl_fax,sl_latitude,sl_longitude,sl_private,sl_neat_title,category
2163,Hasco Enterprises Inc,1762 Baldwin Lane,,Stockton,CA,95215,,heater repair,Remarkable Service. Remarkable Craftstmen,http://hascohurley.myhvacshop.com/services/,8-5 monday - saturday,(209) 931-1541,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,37.987221,-121.213067,,,
2169,HB A/C Specialties,3223 Winnebago Street,,Riverside,CA,92503,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://hbacspe.myhvacshop.com/services/,8-5 monday - saturday,(951) 324-9998,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,33.902244,-117.455101,,,
2171,H D Hill,2051 Draft Ct,,Turlock,CA,95380,,heater repair,Most Respected Name in the Region,http://hdh.myhvacshop.com/services/,8-5 monday - saturday,(209) 604-8279,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,37.51145,-120.876093,,,
2173,Heater Man Heating and Air,8312 E. Orchard Rd,,Acampo,CA,95220,,heater repair,When You Need it Fast and You Need it Expert,http://heater.myhvacshop.com/services/,8-5 monday - saturday,(209) 334-2825,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,38.1676096,-121.2151566,,,
2174,Heathorn Service Company,1159 Beecher St,,San Leandro,CA,94577,,heater repair,Our comfort depends on your comfort,http://heatho.myhvacshop.com/services/,8-5 monday - saturday,(510) 569-1300,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,37.7189332,-122.1832714,,,
2175,Heating Supply Co.,535 Old County Rd #L,,San Carlos,CA,94070,,heater repair,Don't Delay Call Today,http://heating.myhvacshop.com/services/,8-5 monday - saturday,(650) 593-7697,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,37.5087244,-122.2604981,,,
2177,Henderson Bros. Co. Inc,217 S Sacramento St,,Lodi,CA,95240,,heater repair,Your Comfort is Our Specialty,http://www.hendersonslodi.com/,8-5 monday - saturday,(209) 369-3671,info@hendersonlodi.com,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,38.1311074,-121.2726519,,,
2178,Heritage Heat and Air,6140 Geronimo Dr,,San Jose,CA,95123,,heater repair,Where Experts Fix Your Problems,http://heritage.myhvacshop.com/services/,8-5 monday - saturday,(408) 229-8297,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,37.234622,-121.836328,,,
2179,Hernandez Mechanical HVAC,9006 East Avenue T-10,,Littlerock,CA,93543,,heater repair,When You Need an Expert,http://hernan.myhvacshop.com/services/,8-5 monday - saturday,(818) 395-8109,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,34.5338484,-117.9689411,,,
2180,Herranen Heating and Air,9562 Sunnyside Ave.,,Ben Lomond,CA,95005,,heater repair,SOS Service and Installation,http://herranen.myhvacshop.com/services/,8-5 monday - saturday,(831) 247-9102,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,37.0923004,-122.0905234,,,
2181,Herranen Heating and Air,9562 Sunnyside Avenue,,Ben Lomond,CA,95005,,heater repair,Specializing in Your Comfort Since 1968,http://herranenmarsh.myhvacshop.com/services/,8-5 monday - saturday,(831) 247-9102,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.0923004,-122.0905234,,,
2182,Herrera Heating and Air,11321 Palomino Ct,,Lakeview Terrace,CA,91342,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://herrera.myhvacshop.com/services/,8-5 monday - saturday,(818) 268-8428,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,34.274777,-118.357177,,,
2183,H H Air Conditioning,74991 Joni Dr #20,,Palm Desert,CA,92260,,heater repair,One Call Gets it All Expert Quality Service,http://hhairc.myhvacshop.com/services/,8-5 monday - saturday,(760) 340-3088,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,33.7408946,-116.3568708,,,
2186,HandH Heating Air,13646 Norris Avenue,,Sylmar,CA,91342,,heater repair,Remarkable Service. Remarkable Craftstmen,http://hhheatingmanh.myhvacshop.com/services/,8-5 monday - saturday,(818) 362-8105,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,34.318277,-118.475496,,,
2187,Hi Desert HeatingandCooling,9374 SVL Box,,Victorville,CA,92392,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://hidesert.myhvacshop.com/services/,8-5 monday - saturday,(760) 243-4750,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,34.4924151,-117.269229,,,
2188,"Highland Heating and Air, Inc.",602 East Virgina Avenue,,Glendora,CA,91741,,heater repair,Most Respected Name in the Region,http://highland.myhvacshop.com/services/,8-5 monday - saturday,(626) 335-5854,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.144855,-117.856869,,,
2190,"Hillside Heating and Air Conditioning, Inc.",400 Priceland Court #3,,Corona,CA,92879,,heater repair,When You Need it Fast and You Need it Expert,http://hillside.myhvacshop.com/services/,8-5 monday - saturday,(951) 737-1241,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,33.8851831,-117.5620379,,,
2191,Hill Systems Heating and Air,597 Grafton Street,,Manteca,CA,95337,,heater repair,Our comfort depends on your comfort,http://hillsystems.myhvacshop.com/services/,8-5 monday - saturday,(209) 629-3439,hillnec@sbcglobal.net,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,37.778281,-121.207952,,,
2192,Hi-Tech Roofing Inc,405 E. Lake Ave,,San Jose,CA,95112,,heater repair,Don't Delay Call Today,http://hitech.myhvacshop.com/services/,8-5 monday - saturday,(408) 437-3080,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,37.3201475,-121.968403,,,
2193,"H.L. MOE CO, INC dba John Keefe Co.",8549 Wilshire Blvd,,Beverly Hills,CA,0,,heater repair,Your Comfort is Our Specialty,http://hlmoe.myhvacshop.com/services/,8-5 monday - saturday,(310) 274-9888,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,34.0657154,-118.3777724,,,
2194,Hoffman Cooling and Heating,5141 Veloz Ave,,Tarzana,CA,91356,,heater repair,Where Experts Fix Your Problems,http://hoffma.myhvacshop.com/services/,8-5 monday - saturday,(818) 708-3995,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,34.164452,-118.540585,,,
2195,Home Heating and Air Cond,7063 Commerce Cir Ste I,,Pleasanton,CA,94588,,heater repair,When You Need an Expert,http://hoheac.myhvacshop.com/services/,8-5 monday - saturday,(925) 468-1777,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.699286,-121.916439,,,
2196,Holt Services,9287 Tamerton Way,,Sacramento,CA,95829,,heater repair,SOS Service and Installation,http://holtservices.myhvacshop.com/services/,8-5 monday - saturday,(916) 896-9140,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,38.454151,-121.35412,,,
2197,Home Comfort Htgand A/C,344 Stowe Terr.,,Los Angeles,CA,90042,,heater repair,Specializing in Your Comfort Since 1968,http://homeco.myhvacshop.com/services/,8-5 monday - saturday,(323) 254-0087,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.115542,-118.189602,,,
2198,Home Furnace and Plumbing,800 De La Vina Street,,Santa Barbara,CA,93101,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://homefurnace.myhvacshop.com/services/,8-5 monday - saturday,(805) 966-5907,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,34.417645,-119.7017019,,,
2199,Honey��s Air,5536 Pirrone Road,,Salida,CA,95368,,heater repair,One Call Gets it All Expert Quality Service,honeysair.net,8-5 monday - saturday,(209) 523-2345  Ext. ofic,customerservice@honeysair.net,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,37.7186077,-121.0951598,,,
2206,Howard A/C and Htg Co.,27971 Featherstar Ave,,Saugus,CA,91350,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://howard.myhvacshop.com/services/,8-5 monday - saturday,(661) 297-0104,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,34.4506944,-118.5108144,,,
2207,Hubbell Air,810 Washington Ave.,,Bakersfield,CA,93308,,heater repair,Most Respected Name in the Region,http://hubair.myhvacshop.com/services/,8-5 monday - saturday,(661) 393-2915,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,35.415739,-119.03769,,,
2208,"Hughes Plumbing and Air Conditioning, Inc.",1436 Calle San Sebastian,,San Jacinto,CA,92583,,heater repair,When You Need it Fast and You Need it Expert,http://hughesplumbing.myhvacshop.com/services/,8-5 monday - saturday,(951) 487-9436,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,33.806299,-116.977498,,,
2209,Hurley Air Conditioning,5739 E. San Juan Dr,,Orange,CA,92869,,heater repair,Our comfort depends on your comfort,http://hurley.myhvacshop.com/services/,8-5 monday - saturday,(714) 288-0280,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,33.811164,-117.791754,,,
2210,Hurliman Htg and A/C Inc,3152 E. La Palma Ave Ste E,,Anaheim,CA,92806,,heater repair,Don't Delay Call Today,http://hurlim.myhvacshop.com/services/,8-5 monday - saturday,(714) 666-8477,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,33.8514212,-117.8557419,,,
2212,"Hussey Bros, Inc",640 Taylor Avenue,,Sunnyvale,CA,94085,,heater repair,Your Comfort is Our Specialty,http://husseybros.myhvacshop.com/services/,8-5 monday - saturday,(408) 733-6360,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,37.382716,-122.016561,,,
2213,"H.V.A.C Mechanical, Inc",1000 E. Howell Unit B,,Anaheim,CA,92805,,heater repair,Where Experts Fix Your Problems,http://hvacmech.myhvacshop.com/services/,8-5 monday - saturday,(714) 937-5305,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,33.8068086,-117.8971422,,,
2214,Iceland Refrigeration Co,15212 Valerio St,,Van Nuys,CA,91405,,heater repair,When You Need an Expert,http://iceland.myhvacshop.com/services/,8-5 monday - saturday,(818) 786-9115,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,34.204551,-118.464759,,,
2215,"ICOM Mechanical, Inc.",477 Burke St,,San Jose,CA,95112,,heater repair,SOS Service and Installation,http://icomme.myhvacshop.com/services/,8-5 monday - saturday,(408) 792-2292,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,37.3096249,-121.8547,,,
2216,I.C. Refrigeration,2216 Rockefeller Dr.,,Ceres,CA,95307,,heater repair,Specializing in Your Comfort Since 1968,http://icref.myhvacshop.com/services/,8-5 monday - saturday,(209) 538-8271,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,37.596383,-120.969881,,,
2217,"ICR Refrigeration, Inc.",1021 Black Diamond Way,,Lodi,CA,95240,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://icrrefrigeratio.myhvacshop.com/services/,8-5 monday - saturday,(209) 333-1943,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,38.1402481,-121.2546831,,,
2218,"Ideal Comfort, Inc.",9836 Sixth Street Ste. A.,,Rancho Cucamonga,CA,91730,,heater repair,One Call Gets it All Expert Quality Service,http://idealc.myhvacshop.com/services/,8-5 monday - saturday,(909) 989-6554,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,34.085645,-117.589948,,,
2219,Ideal Mechanical Htg and AC,8524 Ablette Road,,Santee,CA,92071,,heater repair,Remarkable Service. Remarkable Craftstmen,http://idealm.myhvacshop.com/services/,8-5 monday - saturday,(619) 449-6116,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,32.8300498,-116.9657968,,,
2220,Ideal Plumbing Htgand Elect,5161 Waring Road,,San Diego,CA,92120,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://idealp.myhvacshop.com/services/,8-5 monday - saturday,(619) 583-7963,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,32.7916425,-117.0814981,,,
2221,"Ideal Refrigeration, Inc.",4523 Brazil Street,,Los Angeles,CA,90039,,heater repair,Most Respected Name in the Region,http://idealrefrig.myhvacshop.com/services/,8-5 monday - saturday,(818) 956-0220,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.1468211,-118.2735059,,,
2222,Ideal Service Co.,1231 Diamond Way Ste D,,Concord,CA,94520,,heater repair,When You Need it Fast and You Need it Expert,http://ideals.myhvacshop.com/services/,8-5 monday - saturday,(925) 687-2380,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,37.9659355,-122.0530957,,,
2223,Ideal Mechanical,8524 Ablette Rd,,Santee,CA,92071,,heater repair,Our comfort depends on your comfort,http://idemec.myhvacshop.com/services/,8-5 monday - saturday,(619) 449-6116,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,32.8300498,-116.9657968,,,
2224,Ikes Heating and Air Cond,1107 W Linwood Ave,,Turlock,CA,95380,,heater repair,Don't Delay Call Today,http://ikesac.myhvacshop.com/services/,8-5 monday - saturday,(209) 667-1320,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,37.478859,-120.861775,,,
2225,Indoor Comfort Systems,10230 Prince Jed Ct,,Santee,CA,92071,,heater repair,Your Comfort is Our Specialty,http://incosy.myhvacshop.com/services/,8-5 monday - saturday,(619) 258-9286,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,32.8728849,-116.974347,,,
2226,Indoor Comfort Control,3411 Travis Ave,,Simi Valley,CA,93063,,heater repair,Where Experts Fix Your Problems,http://indcom.myhvacshop.com/services/,8-5 monday - saturday,(805) 583-1069,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,34.296931,-118.698385,,,
2227,Indoor Comfort Solutions,2828 Cochran St. # 362,,Simi Valley,CA,93065,,heater repair,When You Need an Expert,http://indcoso.myhvacshop.com/services/,8-5 monday - saturday,(805) 583-0084,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,34.2789808,-118.7405206,,,
2228,Indoor Environmental Serv,1512 Silica Ave,,Sacramento,CA,95815,,heater repair,SOS Service and Installation,http://indenv.myhvacshop.com/services/,8-5 monday - saturday,(916) 988-8808,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,38.6084322,-121.4327141,,,
2229,Independent Mechanical,8940 Meadows Spring Drive,,Elk Grove,CA,95758,,heater repair,Specializing in Your Comfort Since 1968,http://independent.myhvacshop.com/services/,8-5 monday - saturday,(916) 997-7849,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,38.4217236,-121.4389297,,,
2231,Indesign HVAC,515 South Flower Street 36th Floor,,Los Angeles,CA,90071,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://indesign.myhvacshop.com/services/,8-5 monday - saturday,(888) 987-4822,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.0512905,-118.2567286,,,
2232,Indoor Comfort Htg. and Air,5018 Michael Angelo Ct,,Fairfield,CA,94534,,heater repair,One Call Gets it All Expert Quality Service,http://indoo.myhvacshop.com/services/,8-5 monday - saturday,(707) 373-0559,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,38.2672631,-122.1064668,,,
2233,Indoor Climate,1819 Shamrock Avenue,,Palmdale,CA,93550,,heater repair,Remarkable Service. Remarkable Craftstmen,http://indoorclimate.myhvacshop.com/services/,8-5 monday - saturday,(661) 947-9143,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,34.55082,-118.096887,,,
2235,Indoor Quality Services,1106 West Minarets Avenue,,Fresno,CA,93650,,heater repair,Your 911 For Plumbing&#44; Heating &amp; A/C,http://indoororchard.myhvacshop.com/services/,8-5 monday - saturday,(559) 451-0188,dmills242@aol.com,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,36.8427579,-119.8131783,,,
2236,Indoor Temperature Control,43929 Marbella Street,,Lancaster,CA,93536,,heater repair,Most Respected Name in the Region,http://indoortemp.myhvacshop.com/services/,8-5 monday - saturday,(661) 722-0989,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,34.681147,-118.207138,,,
2237,Industrial Air Innovation,323 S Sierra Way,,San Bernardino,CA,92408,,heater repair,When You Need it Fast and You Need it Expert,http://industrial.myhvacshop.com/services/,8-5 monday - saturday,(909) 884-6276,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,34.095421,-117.284434,,,
2238,Infinity Heating and Air,2500 Payne Avenue,,Modesto,CA,95351,,heater repair,Our comfort depends on your comfort,http://infinityheating.myhvacshop.com/services/,8-5 monday - saturday,(209) 587-0781,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,37.614935,-120.950248,,,
2239,Inner Air,4257 Tanbark St,,San Jose,CA,95129,,heater repair,Don't Delay Call Today,http://inner.myhvacshop.com/services/,8-5 monday - saturday,(650) 280-9178,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.313832,-121.977956,,,
2241,Integrity Comfort Systems,27605 Saffron Lane,,Saugus,CA,91350,,heater repair,Your Comfort is Our Specialty,http://integ.myhvacshop.com/services/,8-5 monday - saturday,(661) 297-5095,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,34.443919,-118.516134,,,
2242,"Interstate Air Quality, Inc.",7330 Via Vista Drive,,Riverside,CA,92506,,heater repair,Where Experts Fix Your Problems,http://interstate.myhvacshop.com/services/,8-5 monday - saturday,(951) 776-1590,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,33.918918,-117.346091,,,
2243,IT Appliance Service,11024 Baloa Blvd #246,,Granada Hills,CA,91344,,heater repair,When You Need an Expert,http://itappliance.myhvacshop.com/services/,8-5 monday - saturday,(818) 832-3912,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,34.2709563,-118.5021624,,,
2244,Izmirian Roofing andShtMtl,229 S Railroad Ave,,San Mateo,CA,94401,,heater repair,SOS Service and Installation,http://izmiri.myhvacshop.com/services/,8-5 monday - saturday,(650) 342-3200,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,37.5666108,-122.3219932,,,
2245,JandW Air Conditioning,11248 Keswick St.,,Sun Valley,CA,91352,,heater repair,Specializing in Your Comfort Since 1968,http://jandwaircond.myhvacshop.com/services/,8-5 monday - saturday,(818) 982-4505,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,34.209972,-118.37629,,,
2246,J.A.C. Heating and Air,4213 Ironwood Drive,,Chino HIlls,CA,91709,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://jacheating.myhvacshop.com/services/,8-5 monday - saturday,(909) 606-9075,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,33.979481,-117.712366,,,
2248,"James A/C and Heating, Inc.",2100 Deerfield Street,,Bakersfield,CA,93314,,heater repair,One Call Gets it All Expert Quality Service,http://jamesac.myhvacshop.com/services/,8-5 monday - saturday,(661) 587-7770,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,35.378317,-119.15583,,,
2249,Janal Heating and A/C,740-A Sierra Vista Ave,,Mountain View,CA,94043,,heater repair,Remarkable Service. Remarkable Craftstmen,http://janalh.myhvacshop.com/services/,8-5 monday - saturday,(650) 961-1392,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,37.41363,-122.089529,,,
2251,Jason Keller Heating and Air Condtioning,10800 Guibal Avenue,,Gilroy,CA,95020,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://jasonkeller.myhvacshop.com/services/,8-5 monday - saturday,(408) 422-9640,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.0647499,-121.558307,,,
2252,Jax HVAC,461 Willamette Dr,,Vacaville,CA,95688,,heater repair,Most Respected Name in the Region,http://jax.myhvacshop.com/services/,8-5 monday - saturday,(707) 455-7181,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,38.3529895,-122.0082356,,,
2253,Jay Cee's HVAC Mechanical,11144 Balboa Blvd Ste 221,,Granada Hills,CA,91344,,heater repair,When You Need it Fast and You Need it Expert,http://jaycee.myhvacshop.com/services/,8-5 monday - saturday,(800) 283-3068,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.2728801,-118.5021398,,,
2254,J C Building Systems,7 Chardonnay,,Irvine,CA,92614,,heater repair,Our comfort depends on your comfort,http://jcbuilding.myhvacshop.com/services/,8-5 monday - saturday,(949) 552-9724,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,33.675858,-117.806314,,,
2256,"JCL and Sons HVAC, Inc",6651 Sutton St,,Westminster,CA,92683,,heater repair,Don't Delay Call Today,http://jcl.myhvacshop.com/services/,8-5 monday - saturday,(714) 642-6836,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,33.76987,-118.013688,,,
2257,JC Rego Refrigeration,2259 North MacArthur Drive,,Tracy,CA,95376,,heater repair,Your Comfort is Our Specialty,http://jcrego.myhvacshop.com/services/,8-5 monday - saturday,(209) 836-5353,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,37.752982,-121.416162,,,
2258,"JCT Mechanical, Inc.",230 East Ave K-4 Unit 1,,Lancaster,CA,93535,,heater repair,Where Experts Fix Your Problems,http://jctmec.myhvacshop.com/services/,8-5 monday - saturday,(661) 945-5680,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,34.6713117,-118.1280319,,,
2259,JD Mechanical,39221 Foxholm Dr.,,Palmdale,CA,93551,,heater repair,When You Need an Expert,http://jdmech.myhvacshop.com/services/,8-5 monday - saturday,(661) 274-9334,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,34.595059,-118.151912,,,
2260,JDM Sheet Metal and Htg  A/C,23472 Los Ranchos Dr,,Tracy,CA,95304,,heater repair,SOS Service and Installation,http://jdmsmt.myhvacshop.com/services/,8-5 monday - saturday,(209) 836-1236,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,37.744997,-121.517392,,,
2261,JDP A/C and Heating,13642 Dawson Street,,Garden Grove,CA,92843,,heater repair,Specializing in Your Comfort Since 1968,http://jdpair.myhvacshop.com/services/,8-5 monday - saturday,(714) 534-8448,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,33.76461,-117.952274,,,
2262,Jerry,9717 Airport Vista Road,,Santee,CA,92071,,heater repair,Your 911 For Plumbing&#44; Heating &amp; A/C,http://www.jerrysheatandair.com/,8-5 monday - saturday,(619) 449-1623,jhvac@jhvac.org,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,32.83411,-116.985494,,,
2263,Jesse's Heating and Air,11681 Burbank Blvd,,North Hollywood,CA,91601,,heater repair,One Call Gets it All Expert Quality Service,http://jesse.myhvacshop.com/services/,8-5 monday - saturday,(818) 968-0508,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.172467,-118.387297,,,
2264,"Jetson Mechanical, Inc.",16840 Joleen Way Unit D-1,,Morgan Hill,CA,95037,,heater repair,Remarkable Service. Remarkable Craftstmen,http://jetson.myhvacshop.com/services/,8-5 monday - saturday,(408) 776-1467,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,37.126844,-121.637532,,,
2265,JF Construction,33841 Calle De Bonanza,,San Juan Capistrano,CA,92675,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://jfconstruction.myhvacshop.com/services/,8-5 monday - saturday,(949) 394-9100,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,33.471442,-117.664224,,,
2266,J.F. Heating,7686 Eagle Ridge Ct,,San Diego,CA,92119,,heater repair,Most Respected Name in the Region,http://jfheat.myhvacshop.com/services/,8-5 monday - saturday,(619) 954-4159,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,32.8032619,-117.031294,,,
2268,JHF A/C and Htg,5104 Denny Ave # 6,,North Hollywood,CA,91601,,heater repair,When You Need it Fast and You Need it Expert,http://jhfac.myhvacshop.com/services/,8-5 monday - saturday,(818) 426-3214,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,34.16305,-118.364496,,,
2270,Jim's Heating and A/C,105 E Stadium Dr,,Stockton,CA,95204,,heater repair,Our comfort depends on your comfort,http://jimsheat.myhvacshop.com/services/,8-5 monday - saturday,(209) 464-1554,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,37.9815023,-121.2997117,,,
2271,J and J Air Conditioning Inc,1086 N. 11th Street,,San Jose,CA,95112,,heater repair,Don't Delay Call Today,http://jjairc.myhvacshop.com/services/,8-5 monday - saturday,(408) 920-0662,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,37.3627619,-121.895339,,,
2273,JandJ Heating and Cooling Inc,3464 W. Ashcroft,,Fresno,CA,93723,,heater repair,Your Comfort is Our Specialty,http://jjheating.myhvacshop.com/services/,8-5 monday - saturday,(559) 226-7146,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,36.798877,-119.854395,,,
2274,JandJ HVAC,1322 Leopard Court,,Palmdale,CA,93551,,heater repair,Where Experts Fix Your Problems,http://jjhvac.myhvacshop.com/services/,8-5 monday - saturday,(818) 631-3601,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,34.58081,-118.154759,,,
2275,JJ's HVAC,993 Whitfird Court,,Galt,CA,95632,,heater repair,When You Need an Expert,http://jjshvac.myhvacshop.com/services/,8-5 monday - saturday,(209) 251-5426,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,38.283821,-121.294072,,,
2276,J and L Air Systems,277 E Loop Dr,,Camarillo,CA,93010,,heater repair,SOS Service and Installation,http://jlairs.myhvacshop.com/services/,8-5 monday - saturday,(805) 890-5949,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,34.24301,-119.028792,,,
2277,Jesse L. Johnson Mechanic,8607 West Linwood Ave.,,Turlock,CA,95380,,heater repair,Specializing in Your Comfort Since 1968,http://jljmech.myhvacshop.com/services/,8-5 monday - saturday,(209) 667-0743,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,37.479156,-120.947416,,,
2278,Jesse L. Johnson Mechanic,8607 West Linwood Ave,,Turlock,CA,95380,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://jljmechmer.myhvacshop.com/services/,8-5 monday - saturday,(209) 667-0743,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,37.479156,-120.947416,,,
2279,JM Heating,1165 Lois Circle,,La Verne,CA,91750,,heater repair,One Call Gets it All Expert Quality Service,http://jmheat.myhvacshop.com/services/,8-5 monday - saturday,(909) 392-0606,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,34.107822,-117.787017,,,
